source_id,ra,dec,bp_rp,abs_g_mag,distance_pc,radius,effective_temperature
4062964299525805952,272.2378287453136,-27.6459156411923,,25.97161736079201,0.539991167985606,,
4065202424204492928,274.9068719056276,-25.255882032689016,0.8425865,26.21723186509165,0.5412915169971741,,
4051942623265668864,276.22319346395074,-27.140478978057512,,25.48445145419001,0.5930262632336233,,
4048978992784308992,273.11242146179956,-31.184669714567487,,25.850208028796825,0.6118889957642715,,
4059168373166457472,259.2971765688338,-30.486546962688415,,26.702302820428912,0.6605067580460595,,
4043211293994009216,268.1770640256022,-33.250234674587844,,25.986150060539273,0.6911966950978661,,
4065501285215613440,274.40278620722194,-24.163574848141437,,25.710180495845574,0.7180359647451946,,
4046453826887613696,275.5028687648527,-30.564938591528005,,25.318014922234433,0.7258245899469189,,
4062469897267372928,270.6406216584042,-28.620187651072303,,24.899616817995778,0.7303133736221362,,
4064581956082565760,272.70539288992836,-26.58108328518761,,25.581747743832125,0.7525372984084553,,
4050972269892769536,272.60294687293566,-27.663319513217314,,24.719027014399934,0.8067251620926833,,
4050927567852677120,272.6291244816632,-28.033238936484832,,24.955492017211213,0.8332080927465172,,
4042946384760661504,270.85406530053336,-32.3959807001307,,25.15135569151463,0.8392229366537681,,
4104599850059689600,278.23433860084907,-13.443229700244071,1.4886551,25.52535906283981,0.8580698137302415,,
5934676756132540288,244.47590384682852,-52.05830751891581,,25.616709357559202,0.8743777512117815,,
4050934645960503424,272.6363017245412,-27.83555269783408,,24.679335178277118,0.8841637680962708,,
4042338732771057920,268.8901205253966,-34.36987324063556,,24.977696917781785,0.9179241427550755,,
4117279143141265920,265.8559599075655,-21.840103965343562,,25.68825414526814,0.9512699125606138,,
4039503676370417664,272.3386060845052,-34.21985716592711,1.2265911,24.875952293549066,0.9581724537986412,,
4120530880076962432,266.2718555423678,-18.634858680636626,1.0353088,25.616922994384673,0.969918024274183,,
4062968113500287744,272.2790503889468,-27.459410773732507,,24.412648010676342,0.9798243403329218,,
4042732460954278144,272.70400895030014,-32.762598237390016,0.8967285,24.676610328286564,1.0163872793208106,,
4062269408220118784,269.7855579275503,-29.69296519194912,,24.223690355691772,1.0206138962354872,,
4062987251885107840,272.4111063060489,-27.52143507093798,,24.495300410970597,1.0319015910201197,,
4048849417934478848,272.76923015770706,-31.83346849159464,,24.69143744194769,1.0323029344508838,,
4038845309451072512,271.68553790903917,-35.529154022655725,0.8374996,24.559225843173827,1.0519802812730306,,
4050548820477257728,272.68773414485264,-29.0578964709224,,24.391862046549367,1.0607373123833932,,
5978378151528961664,254.99122848968975,-33.785593313615934,,24.296902172555,1.0791270238515676,,
4118051240951778048,264.0167556395449,-21.587629168117214,,25.166328912136258,1.0934708257184327,,
4040790757838896512,268.14507337537384,-35.08236470379969,,24.185598689587096,1.0938080855221908,,
4050919390230318080,272.49119839615383,-28.15356439972376,1.8953896,24.251788676138887,1.0942139726334894,,
4046244198028744960,275.21590511629864,-31.51494378557656,,25.31881415694836,1.1003412411868418,,
4064942252288365440,272.67516792467234,-25.590825277968598,,24.449476812713705,1.118282285353415,,
4062688631396303488,269.81518304949924,-28.33931526932809,,24.38380301334293,1.1247909413716235,,
4068803840231613952,266.40550925688234,-23.293583043963764,,24.812133799524176,1.1337461793602137,,
4064658200318431488,273.2918178778338,-26.364984705250702,1.5880413,24.46107237508407,1.1401899026341409,,
4104564184593014528,277.87201986341154,-13.772372935808603,,24.940025884672576,1.150044408181844,,
4042709749206865024,271.8877283939753,-33.07282963068459,2.5175152,24.372567619977882,1.1629754631474343,,
4062884069609843200,271.1515570320429,-28.101209414272365,,23.969159347555944,1.1664252495504075,,
4063005286564273152,272.2730436354566,-27.320778153817926,,24.290390866212924,1.1705565313867023,,
4065107350828391936,274.74720056542543,-25.330433450329195,,24.533618273509678,1.18134193026297,,
4062470275285997312,270.5839124286426,-28.63224881094433,,23.998721509307842,1.185105199617289,,
6742902671072139136,291.1598065750101,-35.18900511994787,1.9304409,25.310265554419917,1.1861363988340856,,
4050261435623924736,270.89765920821395,-29.653025593412107,,24.69214111398654,1.1863460678354691,,
4063122801056814720,270.68628726314483,-27.449935707207917,,25.00957585601587,1.1890028956761853,,
4062962856458500864,272.3414607263992,-27.613886309499613,,24.37266770133056,1.2058153866037962,,
4042992117538403968,271.23605606827743,-32.28936099477556,,24.51141211731205,1.234054794313686,,
4063133418220015744,271.03152151094685,-27.404655697449712,,23.488402098252436,1.2390084836507997,,
4064945482103766272,272.638703095979,-25.555224516064246,,24.1310338277463,1.2484405028434071,,
4050906436603954048,272.8919790970984,-27.896968697963274,,24.117424976529353,1.2560850547163414,,
4052962454609060352,275.00833732252715,-26.39365119735684,,24.295005451925547,1.2561718741123808,,
4063261133373622656,271.4975567606694,-26.793446054758597,,23.84871695328361,1.2664538629352478,,
4089899620047554048,277.3957776743994,-22.488919303881282,,25.07228186310474,1.268642306589793,,
4045725572173201920,273.25132195229696,-32.71367458836277,,24.45592650549774,1.2733397803235198,,
4045668431975961856,273.6124724453294,-33.05249140200682,,24.995993035259886,1.278556415496602,,
4120432645619355776,268.0964493051365,-18.092747953411283,,23.727911357658122,1.2810261264879357,,
4050356990031177600,271.16237203959065,-29.51175059237393,,24.19826137325827,1.2826284496418114,,
4052515778057467776,273.6251355855602,-26.90906599365773,,23.95761910167231,1.2935270389697184,,
4050960621934930048,272.79153056472614,-27.69846457648431,,23.62646266025258,1.2947300837646187,,
4048918416551298560,273.7515204944334,-31.508122017088088,,24.378930583866044,1.3003741103662136,,
5853498713160606720,217.39346574260355,-62.67618210292382,3.796496,13.381832719039725,1.3012355557777502,,3295.5
4062918807322638848,271.47445270436447,-27.80115581563037,,23.706520511285937,1.3022332713718328,,
4044018816715210112,269.57158554093536,-31.172706363231033,,24.48157438628019,1.3048307168314361,,
4050232431826445824,270.2049643073152,-30.058152582233152,,23.851958811040248,1.3134110241394323,,
4043368184905994240,269.3779478174653,-32.378160290404445,,24.06012211550528,1.34651298852447,,
4053231285245489152,275.6237280215464,-24.89479312430125,,24.24057445776517,1.3482420718847474,,
1824801659879180544,297.3675812929499,20.039359555970933,1.5783978,24.51296724101536,1.3526662530837752,,
4063129982245213056,271.11429304090257,-27.451041950388944,,23.76294614008787,1.3612324768757758,,
4050230305683647360,270.48596811562936,-29.951087691840286,,23.809899978435148,1.3933315587194968,,
4047411673219424896,279.0131287360167,-29.97029327510047,,23.66476202350705,1.405468574961203,,
4050311119760792192,271.4556559187365,-29.599494678654718,,23.820891965542135,1.4131620072965867,,
4052501072086977280,273.48841366291924,-27.253369074737066,,23.817975251610548,1.4297403815934264,,
4050727491071439616,271.99133073024734,-28.97517217122871,,23.715359989130157,1.4489532062191597,,
4048960266659091712,273.44767250483704,-31.324795631491394,,23.978583231273333,1.4573854534609727,,
4064669745143110656,273.59600167921036,-26.080371755472424,,24.000484740833215,1.4699644952979638,,
4104598028962716672,278.29887881360327,-13.518868729422346,,24.353159064938538,1.477812537378756,,
